"Laboratorio","Provincia","Cantón","Rango","Sexo","N dosis","Periodo","Cantidad"
"PFIZER INC - USA","ALAJUELA","ATENAS","50 a 60","M","DV1 - PRIMER DOSIS VIDA","1-2021","19"
"PFIZER INC - USA","ALAJUELA","ATENAS","50 a 60","M","DV1 - PRIMER DOSIS VIDA","2-2021","10"
"PFIZER INC - USA","ALAJUELA","ATENAS","50 a 60","M","DV1 - PRIMER DOSIS VIDA","3-2021","20"
"PFIZER INC - USA","ALAJUELA","ATENAS","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","ALAJUELA","ATENAS","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","14"
"PFIZER INC - USA","ALAJUELA","ATENAS","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","23"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","5"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","4"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","6"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","12"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","11"
"PFIZER INC - USA","ALAJUELA","ATENAS","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","F","DV1 - PRIMER DOSIS VIDA","1-2021","8"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","3"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","8"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","175"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","8"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","6"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","5"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","168"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","ALAJUELA","ATENAS","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","F","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","71"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","166"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","55"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","208"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","M","DV1 - PRIMER DOSIS VIDA","1-2021","15"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","46"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","156"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","72"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","14"
"PFIZER INC - USA","ALAJUELA","ATENAS","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","174"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","F","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","54"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","59"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","M","DV1 - PRIMER DOSIS VIDA","1-2021","4"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","42"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","ALAJUELA","ATENAS","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","44"
"PFIZER INC - USA","ALAJUELA","GRECIA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","10 a 20","M","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","100 o mas","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","5"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","99"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","30"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","46"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","8"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","42"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","59"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","43"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","64"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","32"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","21"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","10"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","24"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","42"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","40"
"PFIZER INC - USA","ALAJUELA","GRECIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","4"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","206"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","73"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","62"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","10"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","85"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","123"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","96"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","12-2020","4"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","124"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","2-2021","53"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","3-2021","39"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","4-2021","10"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","54"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","73"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","70"
"PFIZER INC - USA","ALAJUELA","GRECIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","1-2021","102"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","2-2021","37"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","3-2021","31"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","25"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","75"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","49"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","1-2021","59"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","2-2021","35"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","3-2021","37"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","32"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","28"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","52"
"PFIZER INC - USA","ALAJUELA","GRECIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","1-2021","67"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","2-2021","26"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","3-2021","19"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","21"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","44"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","36"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","1-2021","66"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","2-2021","38"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","3-2021","18"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","28"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","41"
"PFIZER INC - USA","ALAJUELA","GRECIA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","47"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","1-2021","18"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","12"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","46"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","135"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","10"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","25"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","14"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","14"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","44"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","114"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","6"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","24"
"PFIZER INC - USA","ALAJUELA","GRECIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","36"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","390"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","591"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","244"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","38"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","367"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","547"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","225"
"PFIZER INC - USA","ALAJUELA","GRECIA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","1-2021","13"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","232"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","349"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","68"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","12"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","505"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","1-2021","10"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","178"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","289"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","55"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","10"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","409"
"PFIZER INC - USA","ALAJUELA","GRECIA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","1-2021","12"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","105"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","43"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","4-2021","10"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","12"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","140"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","73"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","15"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","ALAJUELA","GRECIA","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","84"
"PFIZER INC - USA","ALAJUELA","GUATUSO","10 a 20","F","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","10 a 20","F","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","10 a 20","M","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","100 o mas","F","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","100 o mas","M","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","100 o mas","M","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","100 o mas","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","9"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","15"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","8"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","16"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","14"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","4"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","13"
"PFIZER INC - USA","ALAJUELA","GUATUSO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","ALAJUELA","GUATUSO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","ALAJUELA","GUATUSO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","27"
